StockCode,Description,UnitPrice,Nouns,Category,PriceSegment
84247E,PACK/12 XMAS FUN CARD,2.95,"['xmas', 'fun', 'card']",Stationery,Premium
84247G,"DECOUPAGE,GREETING CARD,",0.42,"['decoupage', 'greeting', 'card']",Stationery,Budget
84247K,"FOLK ART GREETING CARD,pack/12",2.95,"['folk', 'art', 'greeting', 'card']",Stationery,Premium
84247L,FAWN AND MUSHROOM GREETING CARD,0.42,"['fawn', 'mushroom', 'greeting']",Stationery,Budget
84247N,PACK/12 BLUE FOLKART CARDS,2.95,"['blue', 'folkart', 'cards']",Stationery,Premium
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",0.42,"['greeting', 'card', 'square', 'doughnuts']",Stationery,Budget
84251B,"GREETING CARD, STICKY GORDON",0.19,"['greeting', 'card', 'sticky', 'gordon']",Stationery,Budget
84251C,"GREETING CARD, TWO SISTERS.",0.19,"['greeting', 'card', 'sister']",Stationery,Budget
84251G,"GREETING CARD, OVERCROWDED POOL.",0.19,"['greeting', 'card', 'overcrowded', 'pool']",Stationery,Budget
84279B,CHERRY BLOSSOM DECORATIVE FLASK,3.75,"['cherry', 'decorative', 'flask']",Other,Premium
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,3.75,"['cherry', 'flask']",Other,Premium
84306,S/3 PINK SQUARE PLANTERS ROSES,10.95,"['pink', 'square', 'planters', 'rose']",Garden,Luxury
84313B,BLUE TV TRAY TABLE,4.25,"['blue', 'tv', 'tray', 'table']",Kitchen,Luxury
84313C,ORANGE TV TRAY TABLE,1.95,"['orange', 'tv', 'tray', 'table']",Kitchen,Premium
84341B,SMALL PINK MAGIC CHRISTMAS TREE,0.38,"['small', 'pink', 'magic', 'christmas', 'tree']",Christmas,Budget
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2.55,"['silver', 'angels', 't', 'light', 'hldr']",Home Decor,Premium
84352,SILVER CHRISTMAS TREE BAUBLE STAND,16.95,"['christmas', 'tree', 'bauble']",Christmas,Luxury
84356,POMPOM CURTAIN,6.95,"['pompom', 'curtain']",Other,Luxury
84358,FLOOR LAMP SHADE WOOD BASE,9.95,"['floor', 'lamp', 'wood', 'base']",Electronics,Luxury
84360,TABLE LAMP WHITE SHADE WOOD BASE,5.95,"['table', 'lamp', 'shade', 'wood', 'base']",Electronics,Luxury
84375,SET OF 20 KIDS COOKIE CUTTERS,2.1,"['kids', 'cookie', 'cutter']",Other,Premium
84378,SET OF 3 HEART COOKIE CUTTERS,1.25,"['heart', 'cookie', 'cutter']",Home Decor,Standard
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1.25,"['butterfly', 'cookie', 'cutter']",Other,Standard
84387A,BIRD ON BRANCH CANVAS SCREEN,1.95,"['bird', 'branch', 'canvas', 'screen']",Other,Premium
84388,WISE MAN STAR SHAPE EGG PAN,1.02,"['wise', 'man', 'star', 'egg', 'pan']",Other,Standard
84402B,PURPLE DRESS JEWELLERY STAND,0.79,"['dress', 'stand']",Clothing,Budget
84406B,CREAM CUPID HEARTS COAT HANGER,4.15,"['cream', 'cupid', 'hearts', 'coat', 'hanger']",Home Decor,Luxury
84415A,PINK FLOCK SUEDE CUSHION COVER,1.25,"['pink', 'suede', 'cushion', 'cover']",Other,Standard
84415B,BLUE FLOCK CUSHION COVER,2.5,"['blue', 'cushion', 'cover']",Other,Premium
84422,PINK/BLUE DISC/MIRROR STRING,0.39,"['blue', 'disc', 'mirror', 'string']",Home Decor,Budget
84429A,MEDIUM PINK BUDDHA HEAD,2.95,"['medium', 'pink', 'buddha']",Other,Premium
84452,METAL RABBIT LADDER EASTER,0.85,"['metal', 'ladder', 'easter']",Other,Standard
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,0.85,"['rabbits', 'flower', 'skippping', 'rope']",Garden,Standard
84459A,PINK METAL CHICKEN HEART,1.49,"['metal', 'chicken', 'heart']",Home Decor,Standard
84459B,YELLOW METAL CHICKEN HEART,1.49,"['yellow', 'metal', 'chicken', 'heart']",Home Decor,Standard
84461,12 PINK HEN+CHICKS IN BASKET,2.55,"['pink', 'basket']",Other,Premium
84462,3 PINK HEN+CHICKS IN BASKET,1.25,"['pink', 'basket']",Other,Standard
84465,15 PINK FLUFFY CHICKS IN BOX,2.95,"['pink', 'chick', 'box']",Other,Premium
84466,TOP SECRET PEN SET,1.25,"['secret', 'pen', 'set']",Stationery,Standard
84497,BUTTONS AND STRIPES NOTEBOOK,3.75,"['buttons', 'stripes', 'notebook']",Stationery,Premium
84499,BLACK FLOWER CANDLE PLATE,0.85,"['flower', 'candle', 'plate']",Home Decor,Standard
84507B,STRIPES DESIGN MONKEY DOLL,2.55,"['stripes', 'design', 'monkey', 'doll']",Home Decor,Premium
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,2.55,"['blue', 'circles', 'design', 'monkey', 'doll']",Home Decor,Premium
84508A,CAMOUFLAGE DESIGN TEDDY,2.55,"['camouflage', 'design', 'teddy']",Home Decor,Premium
84508B,STRIPES DESIGN TEDDY,2.55,"['stripes', 'design', 'teddy']",Home Decor,Premium
84508C,BLUE CIRCLES DESIGN TEDDY,2.55,"['blue', 'circles', 'design', 'teddy']",Home Decor,Premium
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,3.75,"['english', 'rose', 'placemats']",Other,Premium
84509B,SET OF 4 FAIRY CAKE PLACEMATS,3.75,"['fairy', 'cake', 'placemats']",Food,Premium
84509C,SET OF 4 POLKADOT PLACEMATS,3.75,[],Other,Premium
84509E,SET OF 4 CAROUSEL PLACEMATS,2.5,"['carousel', 'placemat']",Toys,Premium
84509G,SET OF 4 FAIRY CAKE PLACEMATS,3.75,"['fairy', 'cake', 'placemats']",Food,Premium
84510A,SET OF 4 ENGLISH ROSE COASTERS,1.25,"['english', 'rose', 'coasters']",Other,Standard
84510C,SET OF 4 POLKADOT COASTERS,1.25,['coaster'],Other,Standard
84510E,SET OF 4 GREEN CAROUSEL COASTERS,1.25,['coaster'],Toys,Standard
84519A,TOMATO CHARLIE+LOLA COASTER SET,1.25,"['tomato', 'coaster', 'set']",Other,Standard
84519B,CARROT CHARLIE+LOLA COASTER SET,1.25,"['carrot', 'coaster', 'set']",Toys,Standard
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,0.85,"['pack', 'english', 'rose', 'paper', 'napkin']",Stationery,Standard
84522,PINK PARTY SUNGLASSES,1.95,"['pink', 'party', 'sunglass']",Kitchen,Premium
84527,FLAMES SUNGLASSES PINK LENSES,1.95,"['flames', 'sunglasses', 'pink', 'lens']",Kitchen,Premium
84531A,PINK KNITTED EGG COSY,0.39,"['pink', 'knitted', 'egg', 'cosy']",Other,Budget
84531B,BLUE KNITTED EGG COSY,0.39,"['blue', 'knitted', 'egg', 'cosy']",Other,Budget
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,0.85,"['fairy', 'cake', 'notebook', 'size']",Stationery,Standard
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,0.65,"['english', 'rose', 'notebook', 'size']",Stationery,Budget
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,0.65,"['fairy', 'cakes', 'notebook', 'size']",Stationery,Budget
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,0.42,"['english', 'rose', 'notebook', 'size']",Stationery,Budget
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,0.42,"['fairy', 'cakes', 'notebook', 'size']",Stationery,Budget
84539,KNITTED RABBIT DOLL,1.65,"['knitted', 'rabbit', 'doll']",Toys,Standard
84548,CROCHET BEAR RED/BLUE  KEYRING,1.65,"['crochet', 'bear', 'red', 'blue', 'keyring']",Toys,Standard
84549,CROCHET WHITE RABBIT KEYRING,1.65,"['crochet', 'white', 'rabbit', 'keyring']",Jewellery,Standard
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,"['crochet', 'lilac', 'red', 'bear', 'keyring']",Toys,Standard
84551,CROCHET DOG KEYRING,1.65,"['crochet', 'dog', 'keyring']",Jewellery,Standard
84558A,3D DOG PICTURE PLAYING CARDS,2.95,"['dog', 'picture', 'card']",Stationery,Premium
84559A,3D SHEET OF DOG STICKERS,0.85,"['sheet', 'dog', 'sticker']",Stationery,Standard
84559B,3D SHEET OF CAT STICKERS,0.85,"['sheet', 'cat', 'sticker']",Stationery,Standard
84562A,PINK/WHITE RIBBED MELAMINE JUG,7.95,"['white', 'ribbed', 'melamine', 'jug']",Kitchen,Luxury
84563A,PINK & WHITE BREAKFAST TRAY,2.95,"['pink', 'white', 'breakfast', 'tray']",Kitchen,Premium
84563B,BLUE & WHITE BREAKFAST TRAY,2.95,"['blue', 'white', 'breakfast', 'tray']",Kitchen,Premium
84568,GIRLS ALPHABET IRON ON PATCHES,0.21,"['girls', 'alphabet', 'patches']",Other,Budget
84569A,PACK 3 IRON ON DOG PATCHES,1.25,"['pack', 'iron', 'dog', 'patches']",Other,Standard
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,1.25,"['pack', 'fire', 'engine', 'car', 'patch']",Toys,Standard
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,"['pack', 'flower', 'butterfly', 'patches']",Garden,Standard
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1.25,"['pack', 'heart', 'ice', 'cream', 'patch']",Home Decor,Standard
84575A,PINK DOG CANNISTER,3.95,"['pink', 'dog', 'cannister']",Other,Luxury
84576,BLUE CAT BISCUIT BARREL PINK HEART,1.95,"['blue', 'cat', 'biscuit', 'barrel', 'pink', 'heart']",Home Decor,Premium
84580,MOUSE TOY WITH PINK T-SHIRT,3.75,"['mouse', 'toy', 'pink', 't', 'shirt']",Toys,Premium
84581,DOG TOY WITH PINK CROCHET SKIRT,3.75,"['dog', 'toy', 'pink', 'crochet', 'skirt']",Toys,Premium
84584,PINK GINGHAM CAT WITH SCARF,2.55,"['pink', 'gingham', 'cat', 'scarf']",Toys,Premium
84592,CROCHET ROSE PURSE WITH SUEDE BACK,2.95,"['crochet', 'rose', 'purse', 'suede']",Bags,Premium
84593,CROCHET ROSE DES CLOTHES HANGER,2.95,"['crochet', 'rose', 'des', 'clothes']",Other,Premium
84595E,LARGE TORTILLA DESIGN RED BOWL,1.65,"['tortilla', 'red', 'bowl']",Home Decor,Standard
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.42,"['small', 'mix', 'orange', 'bowl']",Home Decor,Budget
84596E,SMALL LICORICE DES PINK BOWL,0.42,"['small', 'licorice', 'des', 'pink', 'bowl']",Kitchen,Budget
84596F,SMALL MARSHMALLOWS PINK BOWL,0.42,"['small', 'marshmallows', 'pink', 'bowl']",Kitchen,Budget
84596G,SMALL CHOCOLATES PINK BOWL,0.42,"['chocolate', 'pink', 'bowl']",Kitchen,Budget
84596J,MIXED NUTS LIGHT GREEN BOWL,0.42,"['light', 'green', 'bowl']",Home Decor,Budget
84596L,BISCUITS SMALL BOWL LIGHT BLUE,0.42,"['bowl', 'light', 'blue']",Home Decor,Budget
84597B,RETRO BROWN BALL ASHTRAY,1.25,"['brown', 'ball', 'ashtray']",Kitchen,Standard
84597C,RETRO PINK BALL ASHTRAY,1.25,"['pink', 'ball', 'ashtray']",Kitchen,Standard
84598,BOYS ALPHABET IRON ON PATCHES,0.21,"['boy', 'alphabet', 'patches']",Other,Budget
84600,NEW BAROQUE JEWELLERY BOX,7.95,"['baroque', 'jewellery', 'box']",Jewellery,Luxury
84609,TALL ROCOCO CANDLE HOLDER,8.5,"['rococo', 'candle', 'holder']",Home Decor,Luxury
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,4.65,"['baroque', 'candlestick']",Home Decor,Luxury
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,"['baroque', 'candlestick']",Home Decor,Luxury
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,5.95,"['baroque', 'candle', 'holder']",Home Decor,Luxury
84616,SILVER ROCCOCO CHANDELIER,29.95,"['silver', 'roccoco', 'chandelier']",Other,Luxury
84617,NEW BAROQUE BLACK BOXES,12.75,"['baroque', 'black', 'boxes']",Other,Luxury
84620,BLUE GINGHAM ROSE CUSHION COVER,5.95,"['gingham', 'rose', 'cushion', 'cover']",Other,Luxury
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,0.85,"['pink', 'new', 'baroquecandlestick', 'candle']",Home Decor,Standard
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,0.85,"['baroque', 'candlestick', 'candle']",Home Decor,Standard
84629,WHITE 3 FRAME BIRDS AND TREE,4.95,"['white', 'frame', 'bird', 'tree']",Home Decor,Luxury
84631,FRUIT TREE AND BIRDS WALL PLAQUE,7.95,"['fruit', 'tree', 'birds', 'wall', 'plaque']",Christmas,Luxury
84632,DECORATIVE HANGING SHELVING UNIT,59.95,['unit'],Other,Luxury
84637,KITCHEN FLOWER POTS WALL PLAQUE,5.95,"['kitchen', 'flower', 'pots', 'wall', 'plaque']",Garden,Luxury
84638,SMALL KITCHEN FLOWER POTS PLAQUE,6.95,"['small', 'kitchen', 'flower', 'pots', 'plaque']",Garden,Luxury
84658,WHITE STITCHED CUSHION COVER,6.95,"['white', 'stitched', 'cushion', 'cover']",Other,Luxury
84659A,WHITE TRAVEL ALARM CLOCK,2.55,"['white', 'travel', 'alarm', 'clock']",Home Decor,Premium
84660A,WHITE STITCHED WALL CLOCK,0.79,"['white', 'stitched', 'wall', 'clock']",Home Decor,Budget
84660B,BLACK STITCHED WALL CLOCK,0.79,"['black', 'stitched', 'wall', 'clock']",Home Decor,Budget
84660C,PINK STITCHED WALL CLOCK,0.79,"['pink', 'stitched', 'wall', 'clock']",Home Decor,Budget
84661A,WHITE SQUARE TABLE CLOCK,2.55,"['white', 'square', 'table', 'clock']",Home Decor,Premium
84661B,BLACK SQUARE TABLE CLOCK,2.55,"['black', 'square', 'table', 'clock']",Home Decor,Premium
84661C,PINK SQUARE TABLE CLOCK,0.79,"['pink', 'square', 'table', 'clock']",Home Decor,Budget
84663A,GRASS HOPPER WOODEN WALL CLOCK,0.79,"['grass', 'hopper', 'wooden', 'wall', 'clock']",Home Decor,Budget
84665,SQUARE CHERRY BLOSSOM CABINET,5.95,"['square', 'cherry', 'blossom', 'cabinet']",Other,Luxury
84666,SQUARE CHERRY BLOSSOM CABINET,3.95,"['square', 'cherry', 'blossom', 'cabinet']",Other,Luxury
84673A,PINK FLY SWAT,0.65,"['pink', 'fly', 'swat']",Other,Budget
84673B,BLUE FLY SWAT,0.65,"['blue', 'fly', 'swat']",Other,Budget
84674,FLYING PIG WATERING CAN,2.95,"['pig', 'watering']",Garden,Premium
84675,FROG KING WATERING CAN,2.95,"['king', 'watering']",Garden,Premium
84678,CLASSICAL ROSE SMALL VASE,2.55,"['classical', 'rose', 'vase']",Home Decor,Premium
84679,CLASSICAL ROSE TABLE LAMP,11.95,"['classical', 'rose', 'table', 'lamp']",Electronics,Luxury
84683,CLASSICAL ROSE CANDLESTAND,1.25,"['classical', 'rose', 'candlestand']",Home Decor,Standard
84685,BEACH HUT KEY CABINET,3.75,"['beach', 'hut', 'key', 'cabinet']",Other,Premium
84686,BEACH HUT MIRROR,4.25,"['beach', 'hut', 'mirror']",Home Decor,Luxury
84687,BEACH HUT SHELF W 3 DRAWERS,5.95,"['beach', 'hut', 'shelf', 'w', 'drawer']",Other,Luxury
84688,BEACH HUT DESIGN BLACKBOARD,4.25,"['beach', 'hut', 'design', 'blackboard']",Home Decor,Luxury
84689,S/2 BEACH HUT TREASURE CHESTS,3.975,"['beach', 'hut', 'treasure', 'chests']",Other,Luxury
84691,PACK 20 DOLLY PEGS,0.72,"['pack', 'peg']",Toys,Budget
84692,BOX OF 24 COCKTAIL PARASOLS,0.42,"['box', 'cocktail', 'parasols']",Other,Budget
84705C,PINK FLOCK PHOTO FRAME,1.25,"['pink', 'photo', 'frame']",Home Decor,Standard
84706D,CHERRY BLOSSOM TABLE CLOCK,1.95,"['cherry', 'table', 'clock']",Home Decor,Premium
84706F,RED PEONY TABLE CLOCK,2.95,"['red', 'peony', 'table', 'clock']",Home Decor,Premium
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,9.95,"['jewelled', 'mirror', 'trinket', 'tray']",Home Decor,Luxury
84707B,PINK JEWELLED MIRROR TRINKET TRAY,9.95,"['pink', 'mirror', 'trinket', 'tray']",Home Decor,Luxury
84708B,PINK JEWELLED PHOTO FRAME,4.95,"['pink', 'jewelled', 'photo', 'frame']",Home Decor,Luxury
84709B,PINK OVAL JEWELLED MIRROR,5.95,"['pink', 'oval', 'mirror']",Home Decor,Luxury
84711A,SILVER OVAL SHAPE TRINKET BOX,9.95,"['silver', 'oval', 'trinket', 'box']",Other,Luxury
84711B,PINK OVAL SHAPE TRINKET BOX,9.95,"['pink', 'oval', 'trinket', 'box']",Other,Luxury
84712B,PINK JEWELLED PHOTO FRAME,7.95,"['pink', 'jewelled', 'photo', 'frame']",Home Decor,Luxury
84715,SET OF 6 ICE CREAM SKITTLES,2.95,"['ice', 'cream', 'skittle']",Beauty,Premium
84723,CHERRY BLOSSOM CANVAS ART PICTURE,1.95,"['cherry', 'canvas', 'art', 'picture']",Other,Premium
84725,FREESTYLE CANVAS ART PICTURE,0.75,"['freestyle', 'canvas', 'art', 'picture']",Other,Budget
84731,3 BIRDS CANVAS SCREEN,1.02,"['birds', 'canvas', 'screen']",Other,Standard
84732B,CUTE BIRD CEATURE SCREEN,0.39,"['cute', 'bird', 'ceature', 'screen']",Other,Budget
84732D,CUTE RABBIT CEATURE SCREEN,0.39,"['rabbit', 'ceature', 'screen']",Other,Budget
84741C,CITRUS GARLAND FELT FLOWERS,1.95,"['citrus', 'garland', 'felt', 'flower']",Garden,Premium
84743C,ORANGE FELT VASE + FLOWERS,1.25,"['orange', 'felt', 'vase', 'flower']",Home Decor,Standard
84744,S/6 SEW ON CROCHET FLOWERS,1.25,"['sew', 'crochet', 'flower']",Garden,Standard
84745A,PINK HANGING GINGHAM EASTER HEN,0.42,"['pink', 'easter', 'hen']",Other,Budget
84745B,BLUE HANGING GINGHAM EASTER HEN,0.42,"['blue', 'easter', 'hen']",Other,Budget
84746,PINK EASTER HENS+FLOWER,3.75,"['pink', 'easter']",Garden,Premium
84748,FOLK FELT HANGING MULTICOL GARLAND,3.75,"['folk', 'felt', 'multicol', 'garland']",Other,Premium
84750A,PINK SMALL GLASS CAKE STAND,1.95,"['glass', 'cake', 'stand']",Kitchen,Premium
84750B,BLACK SMALL GLASS CAKE STAND,1.17,"['glass', 'cake', 'stand']",Kitchen,Standard
84751B,BLACK MEDIUM GLASS CAKE STAND,0.79,"['medium', 'glass', 'cake', 'stand']",Kitchen,Budget
84754,S/15 SILVER GLASS BAUBLES IN BAG,1.25,"['glass', 'baubles', 'bag']",Kitchen,Standard
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,"['colour', 'glass', 't', 'light', 'holder', 'hanging']",Home Decor,Budget
84760S,SMALL HANGING GLASS+ZINC LANTERN,1.45,['lantern'],Home Decor,Standard
84763,ZINC FINISH 15CM PLANTER POTS,1.25,"['zinc', 'planter', 'pots']",Garden,Standard
84766,SILVER ROCOCO CANDLE STICK,1.95,"['silver', 'rococo', 'candle', 'stick']",Home Decor,Premium
84773,RED ROSE AND LACE C/COVER,2.95,"['red', 'rose', 'lace', 'c', 'cover']",Other,Premium
84789,ENCHANTED BIRD PLANT CAGE,3.75,"['bird', 'plant', 'cage']",Garden,Premium
84792,ENCHANTED BIRD COATHANGER 5 HOOK,4.65,"['bird', 'coathanger', 'hook']",Clothing,Luxury
84795B,SUNSET CHECK HAMMOCK,7.95,"['sunset', 'check', 'hammock']",Other,Luxury
84795C,OCEAN STRIPE HAMMOCK,7.95,"['ocean', 'stripe', 'hammock']",Other,Luxury
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,12.75,"['pink', 'hawaiian', 'picnic', 'hamper']",Other,Luxury
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,12.75,"['blue', 'savannah', 'picnic', 'hamper']",Other,Luxury
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,2.55,"['pink', 'foxglove', 'artiifcial', 'flower']",Garden,Premium
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,2.55,"['foxglove', 'artiifcial', 'flower']",Garden,Premium
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,1.25,"['artificial', 'flower']",Garden,Standard
84800L,LARGE WHITE/PINK ROSE ART FLOWER,2.12,"['white', 'pink', 'rose', 'art', 'flower']",Garden,Premium
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,1.69,"['medium', 'white', 'pink', 'rose', 'art', 'flower']",Garden,Standard
84800S,SMALL WHITE/PINK ROSE ART FLOWER,1.25,"['small', 'white', 'pink', 'rose', 'art', 'flower']",Garden,Standard
84801A,PINK HYDRANGEA ART FLOWER,2.1,"['pink', 'hydrangea', 'art', 'flower']",Garden,Premium
84801B,WHITE HYDRANGEA ART FLOWER,2.1,"['white', 'hydrangea', 'art', 'flower']",Garden,Premium
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,1.69,"['white', 'anemone', 'artificial', 'flower']",Garden,Standard
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,1.69,"['anemone', 'artificial', 'flower']",Garden,Standard
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,1.69,"['white', 'allium', 'artificial', 'flower']",Garden,Standard
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,2.95,"['cream', 'delphinium', 'artificial', 'flower']",Garden,Premium
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,2.95,"['blue', 'delphinium', 'artificial', 'flower']",Garden,Premium
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,1.25,"['hydranga', 'art', 'flower']",Garden,Standard
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,1.25,"['blue', 'hydranga', 'art', 'flower']",Garden,Standard
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,1.45,"['pink', 'candystuft', 'artificial', 'flower']",Garden,Standard
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,1.45,"['white', 'candystuft', 'artificial', 'flower']",Garden,Standard
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,2.1,"['white', 'chrysanthemums', 'art', 'flower']",Garden,Premium
84809B,PINK CHRYSANTHEMUMS ART FLOWER,2.1,"['pink', 'chrysanthemums', 'art', 'flower']",Garden,Premium
84813,SET OF 4 DIAMOND NAPKIN RINGS,11.85,"['diamond', 'napkin', 'rings']",Jewellery,Luxury
84816,DANISH ROSE BEDSIDE CABINET,39.95,"['danish', 'rose', 'bedside', 'cabinet']",Other,Luxury
84817,DANISH ROSE DECORATIVE PLATE,2.1,"['danish', 'rose', 'decorative', 'plate']",Kitchen,Premium
84818,DANISH ROSE PHOTO FRAME,0.79,"['danish', 'rose', 'photo', 'frame']",Home Decor,Budget
84819,DANISH ROSE ROUND SEWING BOX,0.85,"['danish', 'rose', 'round', 'sewing', 'box']",Other,Standard
84820,DANISH ROSE TRINKET TRAYS,5.95,"['danish', 'rose', 'trinket', 'tray']",Kitchen,Luxury
84821,DANISH ROSE DELUXE COASTER,0.85,"['danish', 'rose', 'deluxe', 'coaster']",Other,Standard
84823,DANISH ROSE FOLDING CHAIR,7.95,"['danish', 'rose', 'chair']",Other,Luxury
84824,DANISH ROSE UMBRELLA STAND,15.95,"['danish', 'rose', 'umbrella', 'stand']",Other,Luxury
84826,ASSTD DESIGN 3D PAPER STICKERS,0.85,"['asstd', 'design', 'paper', 'sticker']",Stationery,Standard
84827,ASS DES PHONE SPONGE CRAFT STICKER,0.65,"['ass', 'des', 'phone', 'sponge', 'sticker']",Stationery,Budget
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1.25,"['jungle', 'popsicles', 'ice', 'lolly', 'holder']",Home Decor,Standard
84832,ZINC WILLIE WINKIE  CANDLE STICK,0.85,"['zinc', 'willie', 'winkie', 'candle', 'stick']",Home Decor,Standard
84836,ZINC METAL HEART DECORATION,1.25,"['zinc', 'metal', 'heart', 'decoration']",Home Decor,Standard
84840,SWEETHEART CARRY-ALL BASKET,8.5,"['sweetheart', 'carry', 'basket']",Home Decor,Luxury
84842,HELLO SAILOR BATHROOM SET,3.75,"['bathroom', 'set']",Other,Premium
84843,WHITE SOAP RACK WITH 2 BOTTLES,5.95,"['white', 'soap', 'rack', 'bottle']",Kitchen,Luxury
84846A,SCENTED CANDLE IN DIGITALIS TIN,2.1,"['candle', 'digitalis', 'tin']",Home Decor,Premium
84847,FLORAL BATHROOM SET,3.75,"['floral', 'bathroom', 'set']",Other,Premium
84849A,HELLO SAILOR BLUE SOAP HOLDER,1.69,"['blue', 'soap', 'holder']",Home Decor,Standard
84849B,FAIRY SOAP SOAP HOLDER,1.69,"['fairy', 'soap', 'holder']",Home Decor,Standard
84849D,HOT BATHS SOAP HOLDER,1.69,"['baths', 'soap', 'holder']",Home Decor,Standard
84854,GIRLY PINK TOOL SET,4.95,"['girly', 'pink', 'tool', 'set']",Other,Luxury
84857B,BLUE MONTE CARLO HANDBAG,1.95,"['blue', 'monte', 'carlo', 'handbag']",Toys,Premium
84857C,PINK MONTE CARLO HANDBAG,1.95,"['pink', 'monte', 'carlo', 'handbag']",Toys,Premium
84858C,PINK RIVIERA HANDBAG,5.95,"['pink', 'riviera', 'handbag']",Bags,Luxury
84859A,SILVER DISCO HANDBAG,1.95,"['disco', 'handbag']",Bags,Premium
84859B,BLUE DISCO HANDBAG,1.95,"['blue', 'disco', 'handbag']",Bags,Premium
84859C,PINK DISCO HANDBAG,1.95,"['pink', 'disco', 'handbag']",Bags,Premium
84865,NEW BAROQUE BLACK PHOTO ALBUM,8.5,"['baroque', 'black', 'photo', 'album']",Other,Luxury
84870B,BLUE GEISHA GIRL,3.75,['girl'],Other,Premium
84870C,GREEN GEISHA GIRL,3.75,['girl'],Other,Premium
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,16.95,"['teatime', 'funky', 'flower', 'backpack']",Garden,Luxury
84873A,FUNKY FLOWER PICNIC BAG FOR 4,16.95,"['funky', 'flower', 'picnic', 'bag']",Garden,Luxury
84874B,BLUE TRAVEL FIRST AID KIT,1.65,"['blue', 'travel', 'aid', 'kit']",Other,Standard
84875B,GREEN SQUARE COMPACT MIRROR,1.25,"['green', 'compact', 'mirror']",Home Decor,Standard
84875D,BLUE SQUARE COMPACT MIRROR,1.25,"['blue', 'square', 'compact', 'mirror']",Home Decor,Standard
84876B,GREEN HEART COMPACT MIRROR,1.25,"['heart', 'compact', 'mirror']",Home Decor,Standard
84876D,BLUE HEART COMPACT MIRROR,1.25,"['blue', 'heart', 'compact', 'mirror']",Home Decor,Standard
84877A,PINK ROUND COMPACT MIRROR,1.25,"['pink', 'compact', 'mirror']",Home Decor,Standard
84877B,GREEN ROUND COMPACT MIRROR,1.25,"['compact', 'mirror']",Home Decor,Standard
84877D,BLUE ROUND COMPACT MIRROR,1.25,"['blue', 'compact', 'mirror']",Home Decor,Standard
84879,ASSORTED COLOUR BIRD ORNAMENT,1.69,"['assorted', 'colour', 'bird', 'ornament']",Home Decor,Standard
84880,WHITE WIRE EGG HOLDER,7.5,"['white', 'wire', 'egg', 'holder']",Home Decor,Luxury
84881,BLUE WIRE SPIRAL CANDLE HOLDER,6.35,"['blue', 'wire', 'spiral', 'candle', 'holder']",Home Decor,Luxury
84882,GREEN WIRE STANDING CANDLE HOLDER,3.75,"['green', 'wire', 'standing', 'candle', 'holder']",Home Decor,Premium
84884A,ANT WHITE WIRE HEART SPIRAL,3.95,"['ant', 'wire', 'heart']",Home Decor,Luxury
